CNN,Street_Name,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
1319000,24TH ST,48,END,MICHIGAN ST,2008-10-29T13:59:27.000,Survey,No,
1323000,24TH ST,29,TENNESSEE ST,MINNESOTA ST,2008-10-29T13:59:27.000,Survey,No,
1380000,25TH AVE,70,MARTIN LUTHER KING JR DR,LINCOLN WAY,2009-08-10T15:43:09.000,Survey,No,
1403000,25TH ST,46,MICHIGAN ST,ILLINOIS ST,2008-10-29T13:59:27.000,Survey,No,
1404000,25TH ST,100,ILLINOIS ST,03RD ST,2008-10-29T13:59:27.000,Survey,No,
5008000,Duncan St,81,Diamond St,Douglass St,2019-08-30T16:51:29.000,Survey,Yes,Residential
13191000,Velasco Ave,21,Argonaut Ave,Rio Verde St,2019-09-01T09:45:41.000,Survey,Yes,Residential
5329000,Evans Ave,100,Hunters Point Blvd,Jennings St \ Middle Point Rd,2019-08-31T09:24:43.000,Survey,Yes,Arterial
2093000,Addison St,34,Bemis St,Digby St,2019-08-30T16:51:25.000,Survey,Yes,Residential
11390000,San Bruno Ave,83,Keith St,Olney Ave,2019-09-01T09:41:05.000,Survey,Yes,Residential
5804000,Franklin St,85,Grove St,Fulton St,2019-08-24T09:25:44.000,Survey,Yes,Arterial
7374000,Jackson St,85,Saint Louis Aly,Jason Ct,2019-10-05T09:30:17.000,Survey,Yes,Residential
12686000,Treat Ave,96,20th St,21st St,2018-08-08T15:33:03.000,Survey,Yes,Residential
22684000,Darien Way: Manor Dr Intersection,100,MANOR DR,Intersection,2019-12-16T16:10:19.000,Treatment,No,
2137000,Alameda St,58,Potrero Ave,Hampshire St,2019-10-27T09:19:08.000,Survey,Yes,Residential
21388000,Cordova St: Winding Way Intersection,100,WINDING WAY,Intersection,2017-02-03T12:08:42.000,Treatment,No,
8820000,Mason St,82,John St,Pacific Ave,2019-08-25T09:34:40.000,Survey,Yes,Collector
7601000,Jones St,73,North Point St,Beach St,2019-09-02T09:31:10.000,Survey,Yes,Residential
21390000,Naylor St: Prague St Intersection,100,PRAGUE ST,Intersection,2018-12-26T09:48:55.000,Treatment,No,
7562000,Jones St,49,Market St,Mcallister St,2019-08-30T16:51:31.000,Survey,Yes,Collector
7953000,Laguna St,48,Birch St,Fulton St,2019-08-24T09:32:25.000,Survey,Yes,Collector
805000,17th St,82,Church St,Sanchez St,2019-08-30T08:03:25.000,Survey,Yes,Collector
8293000,Leland Ave,83,Desmond St,Alpha St,2019-09-01T09:33:12.000,Survey,Yes,Residential
5587001,ARELIOUS WALKER DR,48,CARROLL AVE,END,2002-11-20T00:00:00.000,Survey,No,
1498000,26TH ST,67,03RD ST,TENNESSEE ST,2008-10-29T13:59:27.000,Survey,No,
7602000,Jones St,72,Beach St,Jefferson St,2019-09-02T09:31:11.000,Survey,Yes,Residential
1500000,26TH ST,34,MINNESOTA ST,INDIANA ST,2008-10-29T13:59:27.000,Survey,No,
2193000,ALLEN ST,46,HYDE ST,EASTMAN ST,2008-10-29T13:59:27.000,Survey,No,
23873000,Brannan St: Gilbert St Intersection,100,GILBERT ST \ JEFF ADACHI WAY,Intersection,2019-05-30T16:32:42.000,Treatment,No,
7175000,Illinois St,55,End,Cesar Chavez St,2019-10-19T09:15:41.000,Survey,Yes,Residential
23920000,BRYANT ST,100,JEFF ADACHI WAY,Intersection,2000-03-30T00:00:00.000,Treatment,No,
52057000,OCEAN AVE,100,END,Intersection,2003-03-12T00:00:00.000,Treatment,No,
807000,17th St,74,Prosper St,Pond St,2019-08-30T08:03:27.000,Survey,Yes,Collector
5068000,Eddy St,100,Gough St,Laguna St,2018-12-26T10:55:05.000,Treatment,Yes,Residential
4912000,Dorado Ter,100,Jules Ave \ Ocean Ave,End,2020-01-02T14:32:25.000,Treatment,Yes,Residential
26843000,California St: Lyon St Intersection,100,LYON ST,Intersection,2017-02-10T15:24:08.000,Treatment,No,
23690000,De Haro St: Littlefield Ter Intersection,100,LITTLEFIELD TER,Intersection,2017-02-13T08:54:43.000,Treatment,No,
5005000,Duncan St,58,End,Castro St,2019-08-30T16:51:28.000,Survey,Yes,Residential
54041000,De Haro St: Fontinella Ter Intersection,100,FONTINELLA TER,Intersection,2017-02-13T08:54:43.000,Treatment,No,
6321000,Gough St,85,Grove St,Fulton St,2019-08-24T09:16:12.000,Survey,Yes,Arterial
4240000,Cole St,85,Waller St,Beulah St,2019-10-26T09:23:00.000,Survey,Yes,Residential
21370000,Chicago Way: Lapham Way \ Linda Vista Stps Intersection,100,LAPHAM WAY \ LINDA VISTA STPS,Intersection,2018-12-26T09:48:54.000,Treatment,No,
2148000,Ambrose Bierce St,92,New Montgomery St,Annie St,2019-08-30T16:51:26.000,Survey,Yes,Residential
12514000,Teresita Blvd,100,Foerster St,Lassen Aly,2016-06-07T15:41:00.000,Treatment,Yes,Arterial
13045000,Utah St,80,24th St,25th St,2019-08-24T09:45:19.000,Survey,Yes,Residential
6815000,Hayes St,100,Franklin St,Gough St,2018-08-07T12:21:50.000,Treatment,Yes,Collector
7166000,Illinois St,57,Mariposa St \ Terry A Francois Blvd,18th St,2019-10-19T09:29:37.000,Survey,Yes,Residential
7740000,Kansas St,55,Cesar Chavez St,Marin St,2019-09-28T09:31:24.000,Survey,Yes,Residential
1501000,26TH ST,74,INDIANA ST,END,2008-10-29T13:59:27.000,Survey,No,
1509000,26TH ST,71,VERMONT ST,VERMONT ST,2002-11-14T00:00:00.000,Survey,No,
21251000,Elsie St: Santa Marina St Intersection,100,SANTA MARINA ST,Intersection,2017-02-15T15:59:34.000,Treatment,No,
21259000,Elsie St: Holly Park Cir Intersection,100,HOLLY PARK CIR,Intersection,2017-02-15T15:59:34.000,Treatment,No,
8712000,Mariposa St,86,Illinois St \ Terry A Francois Blvd,03rd St,2019-10-19T09:34:08.000,Survey,Yes,Residential
5262000,Estero Ave,100,Alviso St,Monticello St,2018-07-03T09:03:34.000,Treatment,Yes,Residential
11804000,Sherman St,84,Cleveland St,Harrison St,2019-08-30T16:51:34.000,Survey,Yes,Residential
7931103,La Salle Ave,84,Las Villas Ct,Cashmere St,2019-09-01T09:32:09.000,Survey,Yes,Collector
21732000,Amazon Ave: London St Intersection,100,LONDON ST,Intersection,2017-02-22T15:52:56.000,Treatment,No,
5007000,Duncan St,67,Newburg St,Diamond St,2019-08-30T16:51:29.000,Survey,Yes,Residential
9549101,Newcomb Ave,71,La Salle Ave,Keith St,2019-09-01T09:36:02.000,Survey,Yes,Residential
12579101,Thomas Mellon Dr,83,End,End,2019-10-19T09:44:12.000,Survey,Yes,Residential
22974000,San Marcos Ave: Santa Rita Ave Intersection,100,SANTA RITA AVE,Intersection,2017-02-24T14:54:39.000,Treatment,No,
11495101,SAN MARCOS AVE,100,END,END,2017-02-24T14:54:39.000,Treatment,Yes,
10674201,Potrero Ave,100,25th St \ Cesar Chavez On Ramp,Bay Shore Blvd On Ramp \ Hwy 101 S On Ramp,2017-03-14T11:36:59.000,Treatment,No,
23952000,25th St: Potrero Ave Intersection,100,POTRERO AVE,Intersection,2017-03-14T11:36:59.000,Treatment,No,
23949000,25th St: Cesar Chavez On Ramp \ Potrero Ave Intersection,100,CESAR CHAVEZ ON RAMP \ POTRERO AVE,Intersection,2017-03-14T11:36:59.000,Treatment,No,
8825000,Mason St,61,Winter Pl,Webb Pl,2019-08-25T09:34:43.000,Survey,Yes,Collector
10674101,Potrero Ave,100,25th St \ Cesar Chavez On Ramp,Bay Shore Blvd Off Ramp \ Hwy 101 S Off Ramp,2017-03-14T11:36:59.000,Treatment,No,
21338000,Mission St: Valencia St Intersection,100,VALENCIA ST,Intersection,2017-03-17T15:12:34.000,Treatment,No,
1646000,30TH AVE,34,FULTON ST,SPRECKELS LAKE DR,2008-10-29T13:59:27.000,Survey,No,
1647000,30TH AVE,53,SPRECKELS LAKE DR,JOHN F KENNEDY DR,2008-10-29T13:59:27.000,Survey,No,
1675000,30TH ST,100,LAIDLEY ST,LAIDLEY ST,2008-10-29T13:59:27.000,Survey,No,
1795000,36TH AVE,93,FULTON ST,SPRECKELS LAKE DR,2008-10-29T13:59:27.000,Survey,No,
1796000,36TH AVE,81,SPRECKELS LAKE DR,36TH AVE,2008-10-29T13:59:27.000,Survey,No,
1797000,36TH AVE,100,36TH AVE,JOHN F KENNEDY DR,2008-10-29T13:59:27.000,Survey,No,
1798000,36TH AVE,67,JOHN F KENNEDY DR,JOHN F KENNEDY DR,2008-10-29T13:59:27.000,Survey,No,
1799000,36TH AVE,77,36TH AVE,JOHN F KENNEDY DR,2008-10-29T13:59:27.000,Survey,No,
1800000,36TH AVE,46,JOHN F KENNEDY DR,JOHN F KENNEDY DR,2008-10-29T13:59:27.000,Survey,No,
1909000,41ST AVE,29,CHAIN OF LAKES DR \ MARTIN LUTHER KING JR DR,LINCOLN WAY,2008-10-29T13:59:27.000,Survey,No,
2042000,47TH AVE,53,FULTON ST,GGP ACCESS ROAD  \ JOHN F KENNEDY DR,2008-10-29T13:59:27.000,Survey,No,
2063000,48TH AVE,51,SUTRO HEIGHTS AVE,BALBOA ST,2008-10-29T13:59:27.000,Survey,No,
2096000,ADELE CT,56,JACKSON ST,END,2008-10-29T13:59:27.000,Survey,No,
2141000,ALANA WAY,39,END,EXECUTIVE PARK BLVD,2004-07-29T16:33:20.000,Survey,No,
2142000,ALANA WAY,41,EXECUTIVE PARK BLVD,HARNEY WAY \ THOMAS MELLON CIR,2009-08-10T15:43:09.000,Survey,No,
2152000,ALEMANY BLVD S/S,60,INDUSTRIAL ST OFF RAMP \ SAN BRUNO AV ON RAMP,HWY 101 S OFF RAMP \ PUTNAM ST,2009-08-10T15:43:09.000,Survey,No,
2153000,ALEMANY BLVD S/S,56,HWY 101 N ON RAMP \ SAN BRUNO AV OFF RAMP,INDUSTRIAL ST OFF RAMP \ SAN BRUNO AV ON RAMP,2009-08-10T15:43:09.000,Survey,No,
2154000,ALEMANY BLVD S/S,58,INDUSTRIAL ST ON RAMP,HWY 101 N ON RAMP \ SAN BRUNO AV OFF RAMP,2009-08-10T15:43:09.000,Survey,No,
2155000,ALEMANY BLVD N/S,100,INDUSTRIAL ST \ INDUSTRIAL ST OFF RAMP,ALEMANY BLVD OFF RAMP,2009-08-10T15:43:09.000,Survey,No,
2156000,ALEMANY BLVD N/S,100,ALEMANY BLVD OFF RAMP,HWY 101 S OFF RAMP \ PUTNAM ST,2009-08-10T15:43:09.000,Survey,No,
2157101,ALEMANY BLVD S/S,70,HWY 101 S OFF RAMP \ PUTNAM ST,I-280 N OFF RAMP \ I-280 N ON RAMP,2009-08-10T15:43:09.000,Survey,No,
2157102,ALEMANY BLVD S/S,74,I-280 N OFF RAMP \ I-280 N ON RAMP,STONEYBROOK AVE,2009-08-10T15:43:09.000,Survey,No,
2157103,ALEMANY BLVD S/S,71,STONEYBROOK AVE,CONGDON ST,2009-08-10T15:43:09.000,Survey,No,
2157203,ALEMANY BLVD N/S,76,ELLSWORTH ST \ I-280 S OFF RAMP \ I-280 S ON RAMP,ALEMANY BLVD,2009-08-10T15:43:09.000,Survey,No,
2157204,ALEMANY BLVD N/S,77,ALEMANY BLVD,CONGDON ST,2009-08-10T15:43:09.000,Survey,No,
2170102,ALEMANY BLVD,74,GENEVA AVE,CHANCERY LN,2002-11-01T00:00:00.000,Survey,Yes,
2170103,ALEMANY BLVD,74,CHANCERY LN,NIAGARA AVE,2002-11-01T00:00:00.000,Survey,Yes,
2179101,ALEMANY BLVD S/S,42,I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE,CRYSTAL ST \ PALMETTO AVE,2009-08-10T15:43:09.000,Survey,No,
2179201,ALEMANY BLVD N/S,38,I-280 N ON RAMP \ REGENT ST \ SAN JOSE AVE,CRYSTAL ST \ PALMETTO AVE,2009-08-10T15:43:09.000,Survey,No,
2180101,ALEMANY BLVD S/S,45,CRYSTAL ST \ PALMETTO AVE,ORIZABA AVE \ SAGAMORE ST,2009-08-10T15:43:09.000,Survey,No,
2180202,ALEMANY BLVD,45,CRYSTAL ST \ PALMETTO AVE,HABITAT TER,2009-08-10T15:43:09.000,Survey,No,
2180203,ALEMANY BLVD,45,HABITAT TER,ORIZABA AVE \ SAGAMORE ST,2009-08-10T15:43:09.000,Survey,No,
2181201,ALEMANY BLVD N/S,48,ORIZABA AVE \ SAGAMORE ST,BROTHERHOOD WAY \ SAGAMORE ST,2009-08-10T15:43:09.000,Survey,No,
2186000,ALEMANY BLVD N/S,79,ALEMANY BLVD,CONGDON ST \ JUSTIN DR,2009-08-10T15:43:09.000,Survey,No,
2187000,ALEMANY BLVD OFF RAMP,100,ALEMANY BLVD,CRESCENT AVE,2009-08-10T15:43:09.000,Survey,No,
2188000,ALERT ALY,46,DOLORES ST,LANDERS ST,2008-10-29T13:59:27.000,Survey,No,
2194000,EASEMENT,77,YORBA ST,EASEMENT,2008-10-29T13:59:27.000,Survey,No,
2195000,EASEMENT,67,EASEMENT,35TH AVE,2008-10-29T13:59:27.000,Survey,No,
2215000,ALPHA ST,46,END,TEDDY AVE,2008-10-29T13:59:27.000,Survey,No,
2221001,ALTA ST,79,END,END,2004-07-29T16:33:20.000,Survey,Yes,
773000,17th St,83,Mississippi St,Texas St,2019-10-27T09:18:05.000,Survey,Yes,Residential
2258000,AMES ST,53,21ST ST,22ND ST,2008-10-29T13:59:27.000,Survey,No,
2266000,AMITY ALY,63,START: 1-99 BLOCK,ADA CT,1997-09-03T00:00:00.000,Survey,No,
2289000,ANGLO ALY,43,ORTEGA ST,PACHECO ST,2008-10-29T13:59:27.000,Survey,No,
2290000,ANGLO ALY,70,PACHECO ST,END,2008-10-29T13:59:27.000,Survey,No,
2402000,ARCO WAY,70,START: 300-799 BLOCK,END: 300-799 BLOCK,1997-08-25T00:00:00.000,Survey,No,
2407001,ARGENT ALY,68,MARKET ST,END,1997-08-28T00:00:00.000,Survey,No,
2407001,ARGENT ALY,68,MARKET ST,END,2008-10-29T13:59:27.000,Survey,No,
2407002,ARGENT ALY,68,END,MARKET ST,1997-08-28T00:00:00.000,Survey,No,
2407002,ARGENT ALY,68,END,MARKET ST,2008-10-29T13:59:27.000,Survey,No,
2430000,ARGUELLO BLVD,48,FULTON ST,CONSERVATORY EAST DR \ CONSERVATORY WEST DR,2008-10-29T13:59:27.000,Survey,No,
2431000,ARGUELLO BLVD,34,KEZAR DR,FREDERICK ST \ LINCOLN WAY,2008-10-29T13:59:27.000,Survey,No,
2456000,ARMORY DR,68,ZOO RD,END,2008-10-29T13:59:27.000,Survey,No,
2462000,ARMSTRONG AVE,67,03RD ST,LANE ST,2008-10-29T13:59:27.000,Survey,No,
2463000,ARMSTRONG AVE,59,LANE ST,MENDELL ST,2008-10-29T13:59:27.000,Survey,No,
2472000,CESAR CHAVEZ ST,74,IOWA ST,I-280 N OFF RAMP \ PENNSYLVANIA AVE,2009-08-10T15:43:09.000,Survey,No,
2479101,CESAR CHAVEZ ST S/S,43,BAY SHORE BLVD \ VERMONT ST,BAY SHORE BLVD,2009-08-10T15:43:09.000,Survey,No,
2479102,CESAR CHAVEZ ST S/S,41,BAY SHORE BLVD,HWY 101 S ON RAMP,2009-08-10T15:43:09.000,Survey,No,
2479201,CESAR CHAVEZ ST N/S,48,BAY SHORE BLVD \ VERMONT ST,HWY 101 N ON RAMP,2009-08-10T15:43:09.000,Survey,No,
2479202,CESAR CHAVEZ ST N/S,46,HWY 101 N ON RAMP,ANDREW ST \ HWY 101 S OFF RAMP,2009-08-10T15:43:09.000,Survey,No,
2479203,CESAR CHAVEZ ST N/S,48,ANDREW ST \ HWY 101 S OFF RAMP,CESAR CHAVEZ ON RAMP \ HAMPSHIRE ST,2009-08-10T15:43:09.000,Survey,No,
2498000,CESAR CHAVEZ ST,48,END,DIAMOND ST,2004-07-29T16:33:20.000,Survey,No,
2500000,CESAR CHAVEZ ON RAMP,41,25TH ST \ POTRERO AVE,HAMPSHIRE ST,2009-08-10T15:43:09.000,Survey,No,
2501000,CESAR CHAVEZ ON RAMP,50,HAMPSHIRE ST,CESAR CHAVEZ ST \ HAMPSHIRE ST,2009-08-10T15:43:09.000,Survey,No,
2546000,AUGUST ALY,65,GREEN ST,UNION ST,2008-10-29T13:59:27.000,Survey,No,
2550000,AUGUSTA ST,61,CHARTER OAK AVE,BAY SHORE BLVD \ BOUTWELL ST,2008-10-29T13:59:27.000,Survey,No,
2554000,EASEMENT,46,26TH AVE,27TH AVE,2008-10-29T13:59:27.000,Survey,No,
2575001,AZTEC ST,63,COSO AVE \ WINFIELD ST,END,2008-10-29T13:59:27.000,Survey,Yes,
2575002,AZTEC ST,63,END,SHOTWELL ST,2008-10-29T13:59:27.000,Survey,Yes,
2577000,BACHE ST,46,BENTON AVE,END,2008-10-29T13:59:27.000,Survey,No,
2579000,Bacon St,100,Bay Shore Blvd \ Egbert Ave,San Bruno Ave,2011-07-29T16:36:57.000,Treatment,No,
2587000,BACON ST,49,BOWDOIN ST,UNIVERSITY ST,2008-10-29T13:59:27.000,Survey,No,
2594000,BADEN ST,48,SAN JOSE AVE,CIRCULAR AVE,2009-08-10T15:43:09.000,Survey,No,
2600000,BADEN ST,11,END,MARTHA AVE,2008-10-29T13:59:27.000,Survey,No,
2601000,BADGER ST,63,STILL ST,CAYUGA AVE,2008-10-29T13:59:27.000,Survey,No,
2602000,BADGER ST,65,STILL ST,STILL ST,2008-10-29T13:59:27.000,Survey,No,
2628000,BAKER ST,100,END,VALLEJO ST,2008-10-29T13:59:27.000,Survey,No,
2644000,BALANCE ST,58,JACKSON ST,GOLD ST,2008-10-29T13:59:27.000,Survey,No,
2699000,BALMY ST,93,24TH ST,25TH ST,2008-10-29T13:59:27.000,Survey,No,
2700000,BALTIMORE WAY,53,END,SOUTH HILL BLVD,2008-10-29T13:59:27.000,Survey,No,
2702101,BALTIMORE WAY,100,TOYON LN,END,2012-03-13T13:35:19.000,Survey,Yes,
2702201,BALTIMORE WAY,100,TOYON LN,NAYLOR ST,2012-03-13T13:35:19.000,Survey,Yes,
2702202,BALTIMORE WAY,100,NAYLOR ST,END,2012-03-13T13:35:19.000,Survey,Yes,
2703001,BALTIMORE WAY,100,END,CORDOVA ST,2012-03-13T13:35:19.000,Survey,Yes,
2713000,BANKS ST,83,END,CHAPMAN ST,2008-10-29T13:59:27.000,Survey,No,
2748000,BARTOL ST,55,END,BROADWAY,2008-10-29T13:59:27.000,Survey,No,
2749000,BARTOL ST,74,BROADWAY,VALLEJO ST,2008-10-29T13:59:27.000,Survey,No,
2785001,BAY ST,63,VAN NESS AVE,FORT MASON 21,2005-11-16T16:50:06.000,Survey,Yes,
2785002,BAY ST,63,FORT MASON 21,FRANKLIN ST,2005-11-16T16:50:06.000,Survey,Yes,
2796000,BAY SHORE BLVD,100,HWY 101 N ON RAMP,BAYVIEW PARK RD \ HESTER AVE \ HWY 101 S OFF RAMP,2009-08-10T15:43:09.000,Survey,No,
2798000,BAY SHORE BLVD,83,HWY 101 N OFF RAMP,HWY 101 N ON RAMP,2009-08-10T15:43:09.000,Survey,No,
2799101,BAY SHORE BLVD W/S,67,CESAR CHAVEZ ST \ VERMONT ST,HWY 101 S OFF RAMP,2009-08-10T15:43:09.000,Survey,No,
2799102,BAY SHORE BLVD W/S,71,HWY 101 S OFF RAMP,BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE,2009-08-10T15:43:09.000,Survey,No,
2799103,BAY SHORE BLVD E/S,67,BAY SHORE BLVD OFF RAMP \ HWY 101 N OFF RAMP \ HWY 101 N ON RAMP \ JERROLD AVE,JERROLD AVE,2009-08-10T15:43:09.000,Survey,No,
2799104,BAY SHORE BLVD E/S,67,JERROLD AVE,BAY SHORE BLVD,2009-08-10T15:43:09.000,Survey,No,
2799105,BAY SHORE BLVD E/S,61,BAY SHORE BLVD,BAY SHORE BLVD,2009-08-10T15:43:09.000,Survey,No,
2799106,BAY SHORE BLVD E/S,43,BAY SHORE BLVD,OAKDALE AVE,2009-08-10T15:43:09.000,Survey,No,
2799202,BAY SHORE BLVD W/S,58,BAY SHORE BLVD ON RAMP \ HWY 101 S OFF RAMP,EVE ST,2009-08-10T15:43:09.000,Survey,No,
2799203,BAY SHORE BLVD W/S,67,EVE ST,BAY SHORE BLVD,2009-08-10T15:43:09.000,Survey,No,
2799204,BAY SHORE BLVD W/S,67,BAY SHORE BLVD,BAY SHORE BLVD,2009-08-10T15:43:09.000,Survey,No,
2799205,BAY SHORE BLVD W/S,56,BAY SHORE BLVD,COSTA ST,2009-08-10T15:43:09.000,Survey,No,
2801202,BAY SHORE BLVD W/S,45,HILTON ST \ INDUSTRIAL ST ON RAMP,SAN BRUNO AVE,2009-08-10T15:43:09.000,Survey,No,
2801203,BAY SHORE BLVD W/S,45,SAN BRUNO AVE,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP,2009-08-10T15:43:09.000,Survey,No,
2802101,BAY SHORE BLVD E/S,48,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP,HELENA ST,2009-08-10T15:43:09.000,Survey,No,
2802201,BAY SHORE BLVD W/S,62,INDUSTRIAL ST \ INDUSTRIAL ST ON RAMP,HELENA ST,2009-08-10T15:43:09.000,Survey,No,
2803000,BAY SHORE BLVD,56,HELENA ST,AUGUSTA ST \ BOUTWELL ST,2009-08-10T15:43:09.000,Survey,No,
2804000,BAY SHORE BLVD,71,AUGUSTA ST \ BOUTWELL ST,SILVER AVE,2009-08-10T15:43:09.000,Survey,No,
2813000,Bay Shore Blvd,100,Woolsey St,Paul Ave,2013-03-22T13:46:53.000,Treatment,No,
2815000,BAY SHORE BLVD,51,WHEAT ST,CRANE ST \ HWY 101 S ON RAMP \ SALINAS AVE,2009-08-10T15:43:09.000,Survey,No,
2816000,BAY SHORE BLVD,51,CRANE ST \ HWY 101 S ON RAMP \ SALINAS AVE,KEY AVE \ LANE ST,2009-08-10T15:43:09.000,Survey,No,
2817000,BAY SHORE BLVD,50,KEY AVE \ LANE ST,LE CONTE AVE,2009-08-10T15:43:09.000,Survey,No,
2818000,BAY SHORE BLVD,48,LE CONTE AVE,HWY 101 N OFF RAMP,2009-08-10T15:43:09.000,Survey,No,
2819000,BAY SHORE BLVD,48,KEITH ST \ MEADE AVE,03RD ST,2009-08-10T15:43:09.000,Survey,No,
2820000,BAY SHORE BLVD,100,03RD ST \ HWY 101 N OFF RAMP \ MEADE AVE,BAYVIEW PARK RD \ HESTER AVE \ HWY 101 S OFF RAMP,2009-08-10T15:43:09.000,Survey,No,
2821000,BAY SHORE BLVD,100,OLNEY AVE,BAYVIEW PARK RD \ HESTER AVE \ HWY 101 S OFF RAMP,2009-08-10T15:43:09.000,Survey,No,
2822103,BAY SHORE BLVD,46,BAYVIEW PARK RD \ HESTER AVE \ HWY 101 S OFF RAMP,LOIS LN,1997-08-07T00:00:00.000,Survey,Yes,
2822104,BAY SHORE BLVD,46,LOIS LN,HESTER AVE,1997-08-07T00:00:00.000,Survey,Yes,
2837000,BAYWOOD CT,34,END,GENEVA AVE,2008-10-29T13:59:27.000,Survey,No,
2885000,BELGRAVE AVE,67,END,BIGLER AVE,2008-10-29T13:59:27.000,Survey,No,
2903000,NIANTIC AVE,62,PANAMA ST,BELLE AVE \ SAINT CHARLES AVE,2008-10-29T13:59:27.000,Survey,No,
2924000,BENTON AVE,68,END,BENTON AVE,2008-10-29T13:59:27.000,Survey,No,
2925000,BENTON AVE,68,BENTON AVE,GENEBERN WAY,2008-10-29T13:59:27.000,Survey,No,
2926000,BENTON AVE,74,BENTON AVE,GENEBERN WAY,2008-10-29T13:59:27.000,Survey,No,
2933000,BENTON AVE,53,BACHE ST,ANDOVER ST,2008-10-29T13:59:27.000,Survey,No,
2940000,Bernal Heights Blvd,100,Carver St,Ellsworth St,2010-11-30T10:16:09.000,Treatment,No,
2941000,Bernal Heights Blvd,100,Ellsworth St,Anderson St,2010-11-30T10:16:16.000,Treatment,No,
2942002,BERNAL HEIGHTS BLVD,81,ANDERSON ST,END,2014-05-19T01:34:57.000,Survey,Yes,
2942003,BERNAL HEIGHTS BLVD,81,END,END,2014-05-19T01:34:57.000,Survey,Yes,
2943002,Bernal Heights Blvd,100,Folsom St,Bernal Heights Blvd,2010-11-30T10:16:21.000,Treatment,No,
2943002,BERNAL HEIGHTS BLVD,43,FOLSOM ST,END,2002-11-19T00:00:00.000,Survey,No,
2944000,BERNAL HEIGHTS BLVD,100,POWHATTAN AVE,ROSENKRANZ ST,2010-02-23T13:31:40.000,Treatment,No,
2945000,BERNAL HEIGHTS BLVD,100,ROSENKRANZ ST,CARVER ST,2010-02-23T13:32:15.000,Treatment,No,
2947000,Bernal Heights Blvd,100,Bernal Heights Blvd,Bradford St,2010-11-30T10:16:27.000,Treatment,No,
2950000,BERNICE ST,57,12TH ST,13TH ST,2008-10-29T13:59:27.000,Survey,No,
2956003,BERRY ST,100,06TH ST,KING ST,2008-10-29T13:59:27.000,Survey,Yes,
2956004,BERRY ST,100,KING ST,BERRY EXTENSION ST,2008-10-29T13:59:27.000,Survey,Yes,
2956005,BERRY ST,100,BERRY EXTENSION,07TH ST,2008-10-29T13:59:27.000,Survey,No,
2961000,BERWICK PL,71,END,HERON ST,2008-10-29T13:59:27.000,Survey,No,
2976000,BLACK PL,68,UNION ST,END,2008-10-29T13:59:27.000,Survey,No,
2978000,BLAIR TER,76,WISCONSIN ST,26TH ST,2008-10-29T13:59:27.000,Survey,No,
2985000,BLANCHE ST,70,23RD ST,ELIZABETH ST,2008-10-29T13:59:27.000,Survey,No,
2992000,BLANKEN AVE,60,GILLETTE AVE,EXECUTIVE PARK BLVD,2009-08-10T15:43:09.000,Survey,No,
3025101,BOSWORTH ST S/S,46,LYELL ST \ STILL ST,ARLINGTON ST \ I-280 S ON RAMP,2009-08-10T15:43:09.000,Survey,No,
3025201,LYELL ST,46,STILL ST,BOSWORTH ST,2009-08-10T15:43:09.000,Survey,No,
3025202,BOSWORTH ST N/S,48,LYELL ST,ARLINGTON ST \ I-280 S ON RAMP,2009-08-10T15:43:09.000,Survey,No,
3032000,BOSWORTH ST,27,OSHAUGHNESSY BLVD,END,2008-10-29T13:59:27.000,Survey,No,
3034000,BOUTWELL ST,41,END,HELENA ST,2004-07-29T16:33:20.000,Survey,No,
3045000,BOWDOIN ST,22,WAYLAND ST,WOOLSEY ST,2008-10-29T13:59:27.000,Survey,No,
3050000,BOWLING GREEN DR,57,MIDDLE EAST DR,MARTIN LUTHER KING JR DR,2008-10-29T13:59:27.000,Survey,No,
3054000,BOYLSTON ST,70,START: 1-4 BLOCK,GAVEN ST,1997-08-07T00:00:00.000,Survey,No,
6107000,Geary St,75,Kearny St,Grant Ave,2019-09-02T09:26:42.000,Survey,Yes,Arterial
6152201,Geneva Ave,85,Esquina Dr,Carrizal St,2019-10-19T09:26:49.000,Survey,Yes,Arterial
3706000,Carolina St,61,08th St \ 15th St,16th St,2019-10-27T09:21:55.000,Survey,Yes,Residential
3092000,BRANT ALY,63,GREENWICH ST,END,2008-10-29T13:59:27.000,Survey,No,
3106000,BREEN PL,44,MCALLISTER ST,END,2008-10-29T13:59:27.000,Survey,No,
3117000,BREWSTER ST,67,MULLEN AVE,COSTA ST,2008-10-29T13:59:27.000,Survey,No,
3120001,BREWSTER ST,60,JOY ST,ESMERALDA AVE \ FRANCONIA ST,2004-07-29T17:22:56.000,Survey,No,
3120001,BREWSTER ST,71,JOY ST,ESMERALDA AVE \ FRANCONIA ST,2008-10-29T13:59:27.000,Survey,No,
3142000,BROADWAY,67,THE EMBARCADERO,DAVIS ST,2009-08-10T15:43:09.000,Survey,No,
